# egm tm, desired joint, input joint, received joint
1550563.00000,0.78891,4.76360,1.69406
1550567.00000,0.94647,4.66489,1.83287
1550571.00000,1.10307,4.55947,1.96977
1550575.00000,1.25854,4.44634,2.10458
1550579.00000,1.41271,4.33486,2.23713
1550583.00000,1.56545,4.21697,2.36724
1550587.00000,1.71657,4.07413,2.49475
1550591.00000,1.86595,3.93080,2.61949
1550595.00000,2.01341,3.78315,2.74133
1550599.00000,2.15880,3.63069,2.86011
1550603.00000,2.30199,3.47492,2.97569
1550607.00000,2.44282,3.31811,3.08794
1550611.00000,2.58115,3.16372,3.19674
1550615.00000,2.71684,3.00623,3.30197
1550619.00000,2.84975,2.84820,3.40352
1550623.00000,2.97973,2.68544,3.50127
1550627.00000,3.10667,2.52477,3.59512
1550631.00000,3.23043,2.36471,3.68497
1550635.00000,3.35087,2.20596,3.77074
1550639.00000,3.46789,2.04645,3.85234
