# wall time,egm tm, egm seqno, input joint, received joint
1542074114437.00000,1557347.00000,303.00000,1.76358,2.20702
1542074114457.00000,1557351.00000,304.00000,1.75452,2.19821
1542074114457.00000,1557355.00000,305.00000,1.74542,2.18942
1542074114477.00000,1557359.00000,306.00000,1.73629,2.18065
1542074114477.00000,1557363.00000,307.00000,1.72712,2.17190
1542074114477.00000,1557367.00000,308.00000,1.71792,2.16318
1542074114497.00000,1557371.00000,309.00000,1.70869,2.15447
1542074114497.00000,1557375.00000,310.00000,1.69942,2.14577
1542074114513.00000,1557379.00000,311.00000,1.69011,2.13710
1542074114514.00000,1557383.00000,312.00000,1.68078,2.12843
1542074114514.00000,1557387.00000,313.00000,1.67141,2.11977
1542074114526.00000,1557391.00000,314.00000,1.66200,2.11112
1542074114527.00000,1557395.00000,315.00000,1.65257,2.10248
1542074114537.00000,1557399.00000,316.00000,1.64310,2.09385
1542074114537.00000,1557403.00000,317.00000,1.63359,2.08523
1542074114537.00000,1557407.00000,318.00000,1.62405,2.07661
1542074114557.00000,1557411.00000,319.00000,1.61448,2.06801
1542074114557.00000,1557415.00000,320.00000,1.60488,2.05941
1542074114577.00000,1557419.00000,321.00000,1.59524,2.05082
1542074114577.00000,1557423.00000,322.00000,1.58557,2.04224
1542074114577.00000,1557427.00000,323.00000,1.57586,2.03366
1542074114597.00000,1557431.00000,324.00000,1.56612,2.02510
1542074114597.00000,1557435.00000,325.00000,1.55635,2.01654
1542074114620.00000,1557439.00000,326.00000,1.54655,2.00799
1542074114621.00000,1557443.00000,327.00000,1.53671,1.99945
1542074114622.00000,1557447.00000,328.00000,1.52684,1.99090
1542074114635.00000,1557451.00000,329.00000,1.51694,1.98235
1542074114637.00000,1557455.00000,330.00000,1.50701,1.97379
1542074114651.00000,1557459.00000,331.00000,1.49704,1.96523
1542074114651.00000,1557463.00000,332.00000,1.48704,1.95666
1542074114651.00000,1557467.00000,333.00000,1.47701,1.94809
1542074114671.00000,1557471.00000,334.00000,1.46694,1.93951
1542074114671.00000,1557475.00000,335.00000,1.45684,1.93092
1542074114691.00000,1557479.00000,336.00000,1.44671,1.92232
1542074114691.00000,1557483.00000,337.00000,1.43655,1.91371
1542074114691.00000,1557487.00000,338.00000,1.42636,1.90510
1542074114711.00000,1557491.00000,339.00000,1.41613,1.89647
1542074114711.00000,1557495.00000,340.00000,1.40588,1.88783
1542074114731.00000,1557499.00000,341.00000,1.39559,1.87918
1542074114731.00000,1557503.00000,342.00000,1.38527,1.87052
1542074114731.00000,1557507.00000,343.00000,1.37491,1.86185
1542074114751.00000,1557511.00000,344.00000,1.36453,1.85316
1542074114751.00000,1557515.00000,345.00000,1.35411,1.84445
1542074114771.00000,1557519.00000,346.00000,1.34367,1.83573
1542074114771.00000,1557523.00000,347.00000,1.33319,1.82699
1542074114771.00000,1557527.00000,348.00000,1.32268,1.81823
1542074114791.00000,1557531.00000,349.00000,1.31214,1.80946
1542074114793.00000,1557535.00000,350.00000,1.30157,1.80067
1542074114805.00000,1557539.00000,351.00000,1.29097,1.79186
1542074114807.00000,1557543.00000,352.00000,1.28033,1.78303
1542074114809.00000,1557547.00000,353.00000,1.26967,1.77417
1542074114823.00000,1557551.00000,354.00000,1.25898,1.76529
1542074114826.00000,1557555.00000,355.00000,1.24825,1.75638
1542074114838.00000,1557559.00000,356.00000,1.23750,1.74745
1542074114839.00000,1557563.00000,357.00000,1.22671,1.73849
1542074114841.00000,1557567.00000,358.00000,1.21590,1.72951
1542074114856.00000,1557571.00000,359.00000,1.20505,1.72051
1542074114858.00000,1557575.00000,360.00000,1.19418,1.71148
1542074114871.00000,1557579.00000,361.00000,1.18327,1.70243
1542074114873.00000,1557583.00000,362.00000,1.17234,1.69335
1542074114875.00000,1557587.00000,363.00000,1.16138,1.68424
1542074114889.00000,1557591.00000,364.00000,1.15038,1.67509
1542074114894.00000,1557595.00000,365.00000,1.13936,1.66592
1542074114907.00000,1557599.00000,366.00000,1.12831,1.65672
1542074114907.00000,1557603.00000,367.00000,1.11723,1.64749
1542074114907.00000,1557607.00000,368.00000,1.10612,1.63824
1542074114927.00000,1557611.00000,369.00000,1.09498,1.62895
1542074114927.00000,1557615.00000,370.00000,1.08381,1.61964
1542074114947.00000,1557619.00000,371.00000,1.07262,1.61029
1542074114947.00000,1557623.00000,372.00000,1.06139,1.60090
1542074114947.00000,1557627.00000,373.00000,1.05014,1.59147
1542074114967.00000,1557631.00000,374.00000,1.03886,1.58201
1542074114967.00000,1557635.00000,375.00000,1.02755,1.57251
1542074114987.00000,1557639.00000,376.00000,1.01621,1.56298
