0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0
0.02306,0.06256,-0.11025,-0.0106,-0.05708,0.09252,0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0.004
0.02358,0.06316,-0.10851,-0.00994,-0.05626,0.0946,0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0.008
0.02409,0.06375,-0.10673,-0.00926,-0.05542,0.09663,0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0.012
0.02459,0.0643,-0.10491,-0.00859,-0.05456,0.09863,0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0.016
0.02508,0.06483,-0.10305,-0.00791,-0.05368,0.10058,0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0.02
0.02556,0.06534,-0.10114,-0.00723,-0.05278,0.1025,0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0.024
0.02603,0.06582,-0.0992,-0.00655,-0.05185,0.10438,0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0.028
0.02649,0.06627,-0.09721,-0.00586,-0.05091,0.10621,0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0.032
0.02694,0.06669,-0.09519,-0.00517,-0.04994,0.108,0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0.036
0.02738,0.06709,-0.09313,-0.00448,-0.04896,0.10975,0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0.04
0.02781,0.06747,-0.09103,-0.00378,-0.04795,0.11145,0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0.044
0.02822,0.06781,-0.08889,-0.00309,-0.04693,0.11311,0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0.048
0.02863,0.06813,-0.08672,-0.00239,-0.04588,0.11473,0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0.052
0.02902,0.06842,-0.08452,-0.0017,-0.04482,0.1163,0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0.056
0.0294,0.06869,-0.08228,-0.001,-0.04374,0.11782,0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0.06
0.02977,0.06892,-0.08,-0.0003,-0.04265,0.11929,0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0.064
0.03013,0.06913,-0.0777,0.0004,-0.04153,0.12072,0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0.068
0.03048,0.06931,-0.07536,0.0011,-0.0404,0.1221,0.02253,0.06192,-0.11194,-0.01127,-0.05787,0.09041,0.072
